Date,Open,High,Low,Close,Adj Close,Volume,peak,bottom
2021-04-30,13970.730469,14084.759766,13941.629883000001,13962.679688,13962.679688,4762770000,14171.240234,14034.700195
2021-05-03,14031.769531,14042.120116999999,13881.509766,13895.120116999999,13895.120116999999,4718850000,14211.570313,13952.799805
2021-05-04,13774.509766,13795.570313,13485.589844,13633.5,13633.5,5852850000,14211.570313,13941.629883000001
2021-05-05,13731.129883000001,13753.049805,13553.929688,13582.419922,13582.419922,4517100000,14211.570313,13881.509766
2021-05-06,13557.830078,13635.730469,13439.389647999998,13632.839844,13632.839844,5000710000,14211.570313,13881.509766
2021-05-07,13723.089844,13828.620116999999,13690.75,13752.240234,13752.240234,4376800000,14211.570313,13881.509766
2021-05-10,13687.589844,13687.929688,13401.740234,13401.860352,13401.860352,4795690000,14211.570313,13881.509766
2021-05-11,13115.849609,13423.30957,13107.669922,13389.429688,13389.429688,4719720000,13828.620116999999,13881.509766
2021-05-12,13215.490234,13288.610352,13002.540039,13031.679688,13031.679688,4730740000,13828.620116999999,13401.740234
2021-05-13,13150.94043,13247.870117,13007.240234,13124.990234,13124.990234,4681530000,13828.620116999999,13107.669922
2021-05-14,13255.650391,13460.879883000001,13242.969727,13429.980469,13429.980469,4008110000,13828.620116999999,13107.669922
2021-05-17,13368.799805,13399.169922,13265.400391,13379.049805,13379.049805,3980630000,13828.620116999999,13107.669922
2021-05-18,13416.900391,13485.339844,13299.929688,13303.639648,13303.639648,4283680000,13460.879883000001,13107.669922
2021-05-19,13078.19043,13304.610352,13072.230469,13299.740234,13299.740234,4314980000,13460.879883000001,13107.669922
2021-05-20,13356.629883,13563.519531,13355.709961,13535.740234,13535.740234,3972730000,13485.339844,13107.669922
2021-05-21,13616.19043,13616.580078,13463.259766,13470.990234,13470.990234,3704590000,13485.339844,13107.669922
2021-05-24,13557.209961000002,13708.849609,13551.009766,13661.169922,13661.169922,3490650000,13485.339844,13107.669922
2021-05-25,13721.540038999998,13751.139647999998,13631.799805,13657.169922,13657.169922,4084480000,13485.339844,13107.669922
2021-05-26,13693.94043,13750.160156,13679.589844,13738.0,13738.0,4231140000,13485.339844,13107.669922
2021-05-27,13742.589844,13776.519531,13701.629883000001,13736.280272999998,13736.280272999998,5057550000,13751.139647999998,13107.669922
2021-05-28,13792.049805,13820.870116999999,13747.610352000002,13748.740234,13748.740234,4435220000,13751.139647999998,13107.669922
2021-06-01,13829.05957,13836.169922,13678.769531,13736.480469,13736.480469,4155670000,13751.139647999998,13107.669922
2021-06-02,13743.240234,13775.889647999998,13689.740234,13756.330078,13756.330078,5059810000,13751.139647999998,13107.669922
2021-06-03,13655.75,13684.129883000001,13548.929688,13614.509766,13614.509766,5367460000,13836.169922,13107.669922
2021-06-04,13697.25,13826.820313,13692.009766,13814.490234,13814.490234,4341800000,13836.169922,13107.669922
2021-06-07,13802.820313,13889.110352000002,13784.889647999998,13881.719727000002,13881.719727000002,4602940000,13836.169922,13107.669922
2021-06-08,13946.320313,13981.719727000002,13831.980469,13924.910156,13924.910156,5894140000,13836.169922,13107.669922
2021-06-09,13980.230469,14003.5,13906.450195,13911.75,13911.75,5607720000,13836.169922,13107.669922
2021-06-10,13933.879883000001,14031.19043,13904.400391,14020.330078,14020.330078,4889500000,13836.169922,13107.669922
2021-06-11,14030.849609,14069.419922,14006.589844,14069.419922,14069.419922,4140190000,13836.169922,13107.669922
2021-06-14,14083.469727000002,14175.450195,14056.669922,14174.139647999998,14174.139647999998,4394380000,13836.169922,13107.669922
2021-06-15,14166.639647999998,14171.019531,14052.160156,14072.860352000002,14072.860352000002,4517770000,13836.169922,13107.669922
2021-06-16,14085.549805,14129.69043,13903.730469,14039.679688,14039.679688,4632480000,14175.450195,13107.669922
2021-06-17,13999.129883000001,14196.209961000002,13998.929688,14161.349609,14161.349609,4526780000,14175.450195,14052.160156
2021-06-18,14096.929688,14129.219727000002,14009.040038999998,14030.379883000001,14030.379883000001,6105960000,14175.450195,14052.160156
2021-06-21,14047.419922,14150.780272999998,13960.040038999998,14141.480469,14141.480469,4523120000,14196.209961000002,14052.160156
2021-06-22,14138.290038999998,14269.769531,14121.0,14253.269531,14253.269531,4405260000,14196.209961000002,14052.160156
2021-06-23,14263.379883000001,14317.660156,14246.299805,14271.730469,14271.730469,4394600000,14196.209961000002,14052.160156
2021-06-24,14357.269531,14414.459961000002,14333.700195,14369.709961000002,14369.709961000002,4297280000,14196.209961000002,14052.160156
2021-06-25,14400.80957,14409.080078,14337.650391,14360.389647999998,14360.389647999998,7436800000,14196.209961000002,14052.160156
2021-06-28,14417.80957,14505.19043,14417.200195,14500.509766,14500.509766,4235620000,14414.459961000002,14052.160156
2021-06-29,14509.19043,14535.969727000002,14471.379883000001,14528.330078,14528.330078,4842860000,14414.459961000002,14052.160156
2021-06-30,14509.849609,14526.80957,14478.05957,14503.950195,14503.950195,5264790000,14414.459961000002,14052.160156
2021-07-01,14493.69043,14533.549805,14439.400391,14522.379883000001,14522.379883000001,4371620000,14535.969727000002,14052.160156
2021-07-02,14582.980469,14649.110352000002,14555.339844,14639.330078,14639.330078,3731730000,14535.969727000002,14052.160156
2021-07-06,14661.549805,14687.0,14529.799805,14663.639647999998,14663.639647999998,4464780000,14535.969727000002,14052.160156
2021-07-07,14753.410156,14755.330078,14580.790038999998,14665.05957,14665.05957,4582030000,14535.969727000002,14052.160156
2021-07-08,14409.200195,14610.05957,14371.589844,14559.780272999998,14559.780272999998,4550600000,14535.969727000002,14052.160156
2021-07-09,14578.429688,14710.200195,14552.259766,14701.919922,14701.919922,3809040000,14755.330078,14052.160156
2021-07-12,14743.860352000002,14761.080078,14672.629883000001,14733.240234,14733.240234,3864500000,14755.330078,14052.160156
2021-07-13,14715.129883000001,14803.679688,14660.19043,14677.650391,14677.650391,4553380000,14755.330078,14052.160156
2021-07-14,14780.900391,14790.549805,14632.950195,14644.950195,14644.950195,4461730000,14755.330078,14052.160156
2021-07-15,14635.780272999998,14650.370116999999,14451.799805,14543.129883000001,14543.129883000001,4493540000,14803.679688,14660.19043
2021-07-16,14597.509766,14623.019531,14413.320313,14427.240234,14427.240234,4048940000,14803.679688,14632.950195
2021-07-19,14235.980469,14313.599609,14178.660156,14274.980469,14274.980469,4507040000,14803.679688,14451.799805
2021-07-20,14330.459961000002,14555.75,14271.230469,14498.879883000001,14498.879883000001,4618980000,14803.679688,14413.320313
2021-07-21,14508.75,14633.139647999998,14498.650391,14631.950195,14631.950195,4075150000,14803.679688,14413.320313
2021-07-22,14652.719727000002,14694.19043,14617.870116999999,14684.599609,14684.599609,3574560000,14803.679688,14413.320313
2021-07-23,14753.05957,14846.05957,14698.769531,14836.990234,14836.990234,3959410000,14803.679688,14413.320313
2021-07-26,14821.030272999998,14863.650391,14790.490234,14840.709961000002,14840.709961000002,4409960000,14803.679688,14413.320313
2021-07-27,14807.950195,14811.080078,14503.759766,14660.580078,14660.580078,4300000000,14803.679688,14413.320313
2021-07-28,14715.660156,14798.879883000001,14645.629883000001,14762.580078,14762.580078,4235390000,14863.650391,14413.320313
2021-07-29,14771.169922,14833.740234,14761.379883000001,14778.259766,14778.259766,3904590000,14863.650391,14413.320313
2021-07-30,14615.849609,14728.780272999998,14615.849609,14672.679688,14672.679688,3628750000,14863.650391,14413.320313
2021-08-02,14758.599609,14770.410156,14665.669922,14681.070313,14681.070313,3738200000,14833.740234,14413.320313
2021-08-03,14713.990234,14762.599609,14584.089844,14761.290038999998,14761.290038999998,4117520000,14833.740234,14413.320313
2021-08-04,14747.209961000002,14812.370116999999,14734.120116999999,14780.530272999998,14780.530272999998,4319400000,14770.410156,14413.320313
2021-08-05,14794.080078,14896.469727000002,14776.030272999998,14895.120116999999,14895.120116999999,4087320000,14770.410156,14413.320313
2021-08-06,14864.219727000002,14890.179688,14788.589844,14835.759766,14835.759766,4159050000,14770.410156,14413.320313
2021-08-09,14855.759766,14883.80957,14802.69043,14860.179688,14860.179688,4095760000,14896.469727000002,14413.320313
2021-08-10,14887.75,14894.610352000002,14754.480469,14788.089844,14788.089844,3978790000,14896.469727000002,14413.320313
2021-08-11,14834.379883000001,14842.5,14692.410156,14765.139647999998,14765.139647999998,3980530000,14896.469727000002,14413.320313
2021-08-12,14751.360352000002,14824.30957,14698.94043,14816.259766,14816.259766,4020260000,14894.610352000002,14754.480469
2021-08-13,14825.070313,14850.610352000002,14797.219727000002,14822.900391,14822.900391,4038130000,14894.610352000002,14754.480469
2021-08-16,14771.530272999998,14794.679688,14610.019531,14793.759766,14793.759766,3953840000,14894.610352000002,14754.480469
2021-08-17,14670.55957,14716.950195,14550.879883000001,14656.179688,14656.179688,4151190000,14850.610352000002,14754.480469
2021-08-18,14636.240234,14697.25,14516.299805,14525.910156,14525.910156,3814120000,14850.610352000002,14610.019531
2021-08-19,14423.160156,14610.759766,14423.160156,14541.790038999998,14541.790038999998,4172870000,14850.610352000002,14550.879883000001
2021-08-20,14571.530272999998,14722.160156,14571.530272999998,14714.660156,14714.660156,3864780000,14850.610352000002,14516.299805
2021-08-23,14776.980469,14963.469727000002,14776.980469,14942.650391,14942.650391,3893990000,14850.610352000002,14516.299805
2021-08-24,14978.139647999998,15034.889647999998,14965.540038999998,15019.799805,15019.799805,3792870000,14850.610352000002,14516.299805
2021-08-25,15039.030272999998,15059.429688,15011.580078,15041.860352000002,15041.860352000002,3629990000,14850.610352000002,14516.299805
2021-08-26,15025.169922,15059.629883000001,14939.55957,14945.80957,14945.80957,3610970000,14850.610352000002,14516.299805
2021-08-27,14969.769531,15144.480469,14966.519531,15129.5,15129.5,4006310000,14850.610352000002,14516.299805
2021-08-30,15165.94043,15288.080078,15165.120116999999,15265.889647999998,15265.889647999998,4034110000,14850.610352000002,14516.299805
2021-08-31,15262.879883000001,15278.959961000002,15202.669922,15259.240234,15259.240234,4170170000,14850.610352000002,14516.299805
2021-09-01,15308.980469,15379.5,15302.110352000002,15309.379883000001,15309.379883000001,4248030000,15288.080078,14516.299805
2021-09-02,15358.469727000002,15380.070313,15285.349609,15331.179688,15331.179688,4018120000,15288.080078,14516.299805
2021-09-03,15313.410156,15375.55957,15283.669922,15363.519531,15363.519531,3692170000,15288.080078,14516.299805
2021-09-07,15375.980469,15403.44043,15343.280272999998,15374.330078,15374.330078,3967040000,15380.070313,15285.349609
2021-09-08,15360.349609,15360.349609,15206.610352000002,15286.639647999998,15286.639647999998,4113530000,15380.070313,15285.349609
2021-09-09,15296.05957,15352.379883000001,15245.169922,15248.25,15248.25,3997250000,15403.44043,15285.349609
2021-09-10,15332.919922,15349.469727000002,15111.30957,15115.490234,15115.490234,4567980000,15403.44043,15285.349609
2021-09-13,15211.429688,15215.44043,15030.849609,15105.580078,15105.580078,4701190000,15403.44043,15285.349609
2021-09-14,15168.450195,15181.19043,15008.299805,15037.759766,15037.759766,4571950000,15403.44043,15111.30957
2021-09-15,15071.339844,15174.379883000001,14984.679688,15161.530272999998,15161.530272999998,4446270000,15403.44043,15030.849609
2021-09-16,15120.089844,15205.5,15047.139647999998,15181.919922,15181.919922,3681700000,15403.44043,15008.299805
2021-09-17,15163.360352000002,15166.55957,14998.730469,15043.969727000002,15043.969727000002,6682650000,15403.44043,15008.299805
2021-09-20,14758.139647999998,14841.820313,14530.070313,14713.900391,14713.900391,4860630000,15205.5,15008.299805
2021-09-21,14803.360352000002,14847.030272999998,14696.469727000002,14746.400391,14746.400391,4056340000,15205.5,14998.730469
2021-09-22,14800.589844,14950.120116999999,14767.009766,14896.849609,14896.849609,4229870000,15205.5,14998.730469
2021-09-23,14960.0,15085.44043,14932.509766,15052.240234,15052.240234,4176520000,15205.5,14998.730469
2021-09-24,14961.610352000002,15067.55957,14946.570313,15047.700195,15047.700195,3972140000,15205.5,14998.730469
2021-09-27,14954.179688,15003.160156,14864.959961000002,14969.969727000002,14969.969727000002,4619450000,15085.44043,14998.730469
2021-09-28,14787.209961000002,14817.740234,14539.879883000001,14546.679688,14546.679688,4954270000,15085.44043,14998.730469
2021-09-29,14614.879883000001,14676.620116999999,14493.669922,14512.44043,14512.44043,5246170000,15085.44043,14864.959961000002
2021-09-30,14582.599609,14632.360352000002,14444.299805,14448.580078,14448.580078,5910550000,15085.44043,14539.879883000001
2021-10-01,14494.929688,14606.820313,14324.009766,14566.700195,14566.700195,4688550000,15085.44043,14493.669922
2021-10-04,14493.120116999999,14499.740234,14181.69043,14255.480469,14255.480469,4539650000,15085.44043,14444.299805
2021-10-05,14312.860352000002,14508.650391,14299.780272999998,14433.830078,14433.830078,4143190000,15085.44043,14324.009766
2021-10-06,14289.450195,14509.549805,14259.070313,14501.910156,14501.910156,4443760000,15085.44043,14324.009766
2021-10-07,14631.799805,14755.719727000002,14615.139647999998,14654.019531,14654.019531,3936210000,15085.44043,14324.009766
2021-10-08,14694.719727000002,14699.910156,14569.679688,14579.540038999998,14579.540038999998,3557630000,15085.44043,14324.009766
2021-10-11,14540.080078,14665.990234,14482.620116999999,14486.200195,14486.200195,3522230000,14755.719727000002,14324.009766
2021-10-12,14539.089844,14552.709961000002,14441.599609,14465.919922,14465.919922,4037030000,14755.719727000002,14569.679688
2021-10-13,14537.169922,14589.280272999998,14471.879883000001,14571.639647999998,14571.639647999998,4032440000,14755.719727000002,14482.620116999999
2021-10-14,14717.5,14827.55957,14699.519531,14823.429688,14823.429688,4240520000,14755.719727000002,14482.620116999999
2021-10-15,14891.240234,14904.980469,14847.959961000002,14897.339844,14897.339844,4473930000,14755.719727000002,14482.620116999999
2021-10-18,14839.740234,15026.679688,14833.280272999998,15021.80957,15021.80957,4142540000,14755.719727000002,14482.620116999999
2021-10-19,15073.129883000001,15137.849609,15049.730469,15129.089844,15129.089844,4443000000,14755.719727000002,14482.620116999999
2021-10-20,15160.0,15178.389647999998,15071.150391,15121.679688,15121.679688,4086590000,14755.719727000002,14482.620116999999
2021-10-21,15104.799805,15222.25,15094.139647999998,15215.700195,15215.700195,4880390000,14755.719727000002,14482.620116999999
2021-10-22,15158.070313,15193.009766,15021.019531,15090.200195,15090.200195,5719760000,14755.719727000002,14482.620116999999
2021-10-25,15142.919922,15259.629883000001,15070.75,15226.709961000002,15226.709961000002,5677320000,15222.25,14482.620116999999
2021-10-26,15317.5,15384.0,15198.230469,15235.709961000002,15235.709961000002,7035470000,15222.25,14482.620116999999
2021-10-27,15276.0,15364.540038999998,15235.839844,15235.839844,15235.839844,6083210000,15222.25,14482.620116999999
2021-10-28,15304.740234,15452.299805,15290.30957,15448.120116999999,15448.120116999999,5660240000,15384.0,14482.620116999999
2021-10-29,15323.290038999998,15504.120116999999,15323.290038999998,15498.389647999998,15498.389647999998,5310370000,15384.0,14482.620116999999
2021-11-01,15541.259766,15598.950195,15470.820313,15595.919922,15595.919922,5239250000,15384.0,14482.620116999999
2021-11-02,15583.980469,15656.599609,15569.269531,15649.599609,15649.599609,5118540000,15384.0,14482.620116999999
2021-11-03,15658.519531,15821.570313,15616.44043,15811.580078,15811.580078,5274520000,15384.0,14482.620116999999
2021-11-04,15849.740234,15966.089844,15827.660156,15940.30957,15940.30957,5252570000,15384.0,14482.620116999999
2021-11-05,16003.55957,16053.389647999998,15900.780272999998,15971.589844,15971.589844,5534130000,15384.0,14482.620116999999
2021-11-08,15995.719727000002,16038.230469,15961.80957,15982.360352000002,15982.360352000002,5620280000,15384.0,14482.620116999999
2021-11-09,16024.129883000001,16035.209961000002,15836.679688,15886.540038999998,15886.540038999998,5531330000,16053.389647999998,14482.620116999999
2021-11-10,15753.839844,15867.240234,15543.679688,15622.709961000002,15622.709961000002,5336480000,16053.389647999998,14482.620116999999
2021-11-11,15752.080078,15768.030272999998,15695.769531,15704.280272999998,15704.280272999998,4520600000,16053.389647999998,15836.679688
2021-11-12,15752.620116999999,15874.570313,15705.379883000001,15860.959961000002,15860.959961000002,5412870000,16053.389647999998,15836.679688
2021-11-15,15894.820313,15918.450195,15778.30957,15853.849609,15853.849609,4978040000,16053.389647999998,15836.679688
2021-11-16,15840.320313,15989.610352000002,15825.0,15973.860352000002,15973.860352000002,5441150000,16053.389647999998,15836.679688
2021-11-17,15973.620116999999,15998.570313,15909.389647999998,15921.570313,15921.570313,5024540000,16053.389647999998,15836.679688
2021-11-18,15973.389647999998,16010.879883000001,15848.830078,15993.709961000002,15993.709961000002,5361690000,16053.389647999998,15836.679688
2021-11-19,16042.160156,16121.120116999999,16017.230469,16057.44043,16057.44043,4849160000,16053.389647999998,15836.679688
2021-11-22,16120.919922,16212.230469,15851.040038999998,15854.759766,15854.759766,5531070000,16053.389647999998,15836.679688
2021-11-23,15809.5,15895.860352000002,15601.459961000002,15775.139647999998,15775.139647999998,5412610000,16053.389647999998,15836.679688
2021-11-24,15677.879883000001,15848.55957,15591.360352000002,15845.230469,15845.230469,4178630000,16212.230469,15851.040038999998
2021-11-26,15664.379883000001,15731.540038999998,15456.089844,15491.660156,15491.660156,3502030000,16212.230469,15601.459961000002
2021-11-29,15719.419922,15833.110352000002,15644.610352000002,15782.830078,15782.830078,4800570000,16212.230469,15591.360352000002
2021-11-30,15716.5,15828.200195,15451.389647999998,15537.69043,15537.69043,6609380000,16212.230469,15591.360352000002
2021-12-01,15752.269531,15816.820313,15243.929688,15254.049805,15254.049805,6266020000,15833.110352000002,15591.360352000002
2021-12-02,15181.820313,15444.540038999998,15150.120116999999,15381.320313,15381.320313,5390100000,15833.110352000002,15451.389647999998
2021-12-03,15428.709961000002,15470.360352000002,14931.05957,15085.469727000002,15085.469727000002,5859520000,15833.110352000002,15243.929688
2021-12-06,15117.629883000001,15281.990234,14931.610352000002,15225.150391,15225.150391,5095960000,15833.110352000002,15150.120116999999
2021-12-07,15510.910156,15720.089844,15507.660156,15686.919922,15686.919922,5091220000,15470.360352000002,15150.120116999999
2021-12-08,15690.650391,15792.639647999998,15618.879883000001,15786.990234,15786.990234,4600800000,15470.360352000002,15150.120116999999
2021-12-09,15720.540038999998,15796.049805,15511.120116999999,15517.370116999999,15517.370116999999,4484230000,15470.360352000002,15150.120116999999
2021-12-10,15629.589844,15677.599609,15477.849609,15630.599609,15630.599609,4395460000,15470.360352000002,15150.120116999999
2021-12-13,15621.269531,15637.05957,15408.25,15413.280272999998,15413.280272999998,4549170000,15796.049805,15511.120116999999
2021-12-14,15215.959961000002,15317.549805,15097.349609,15237.639647999998,15237.639647999998,4802460000,15796.049805,15477.849609
2021-12-15,15230.709961000002,15575.759766,15055.230469,15565.580078,15565.580078,5318850000,15796.049805,15408.25
2021-12-16,15629.080078,15633.19043,15119.490234,15180.429688,15180.429688,4890470000,15796.049805,15097.349609
2021-12-17,15036.769531,15288.780272999998,14960.370116999999,15169.679688,15169.679688,7616320000,15796.049805,15097.349609
2021-12-20,14933.0,15007.299805,14860.040038999998,14980.94043,14980.94043,4576750000,15633.19043,15097.349609
2021-12-21,15140.429688,15349.05957,15015.030272999998,15341.089844,15341.089844,4546230000,15633.19043,14960.370116999999
2021-12-22,15319.160156,15525.969727000002,15303.05957,15521.889647999998,15521.889647999998,4080900000,15633.19043,14960.370116999999
2021-12-23,15544.790038999998,15697.980469,15528.910156,15653.370116999999,15653.370116999999,3918200000,15633.19043,14960.370116999999
2021-12-27,15696.830078,15871.400391,15696.830078,15871.259766,15871.259766,3730120000,15633.19043,14960.370116999999
2021-12-28,15895.200195,15901.469727000002,15757.070313,15781.719727000002,15781.719727000002,3623600000,15633.19043,14960.370116999999
2021-12-29,15794.919922,15821.80957,15679.849609,15766.219727000002,15766.219727000002,3694500000,15633.19043,14960.370116999999
2021-12-30,15758.980469,15868.089844,15729.160156,15741.55957,15741.55957,3732730000,15901.469727000002,14960.370116999999
2021-12-31,15722.910156,15777.429688,15643.94043,15644.969727000002,15644.969727000002,3379850000,15901.469727000002,14960.370116999999
2022-01-03,15732.5,15832.799805,15644.089844,15832.799805,15832.799805,4412130000,15868.089844,14960.370116999999
2022-01-04,15852.139647999998,15852.139647999998,15512.410156,15622.719727000002,15622.719727000002,5109270000,15868.089844,14960.370116999999
2022-01-05,15547.160156,15586.299805,15095.179688,15100.169922,15100.169922,5011990000,15868.089844,14960.370116999999
2022-01-06,15024.150391,15198.450195,14914.870116999999,15080.860352000002,15080.860352000002,4774740000,15852.139647999998,15512.410156
2022-01-07,15095.719727000002,15171.019531,14877.629883000001,14935.900391,14935.900391,4229270000,15852.139647999998,15095.179688
