Date,Close,Buy_sell,entry_price,exit_price,pnl
2017-01-08,911.198975,0,,,1.0
2017-01-09,902.828003,0,,,1.0
2017-01-10,907.679016,0,,,1.0
2017-01-11,777.757019,0,,,1.0
2017-01-12,804.833984,0,,,1.0
2017-01-13,823.984009,0,,,1.0
2017-01-14,818.4119870000001,0,,,1.0
2017-01-15,821.7979740000001,0,,,1.0
2017-01-16,831.533997,0,,,1.0
2017-01-17,907.9379880000001,0,,,1.0
2017-01-18,886.6179810000001,0,,,1.0
2017-01-19,899.0729980000001,0,,,1.0
2017-01-20,895.026001,0,,,1.0
2017-01-21,921.789001,0,,,1.0
2017-01-22,924.6729740000001,0,,,1.0
2017-01-23,921.012024,0,,,1.0
2017-01-24,892.6870119999999,0,,,1.0
2017-01-25,901.5419919999999,0,,,1.0
2017-01-26,917.585999,0,,,1.0
2017-01-27,919.75,0,,,1.0
2017-01-28,921.590027,0,,,1.0
2017-01-29,919.495972,0,,,1.0
2017-01-30,920.3820189999999,0,,,1.0
2017-01-31,970.403015,0,,,1.0
2017-02-01,989.02301,0,,,1.0
2017-02-02,1011.7999880000001,0,,,1.0
2017-02-03,1029.910034,0,,,1.0
2017-02-04,1042.900024,0,,,1.0
2017-02-05,1027.339966,0,,,1.0
2017-02-06,1038.150024,0,,,1.0
2017-02-07,1061.349976,1,1045.900024,1077.25,1.0147719204947643
2017-02-08,1063.069946,1,1045.900024,1077.25,1.0164164084577936
2017-02-09,994.382996,1,1045.900024,1077.25,0.9507438313243599
2017-02-10,988.674011,1,1045.900024,1077.25,0.9452853889598916
2017-02-11,1004.4500119999999,1,1045.900024,1077.25,0.9603690495756216
2017-02-12,999.1810300000001,1,1045.900024,1077.25,0.9553313003844046
2017-02-13,990.6420289999999,1,1045.900024,1077.25,0.947167039170084
2017-02-14,1004.5499880000001,1,1045.900024,1077.25,0.9604646380618116
2017-02-15,1007.4799800000001,1,1045.900024,1077.25,0.9632660453978534
2017-02-16,1027.439941,1,1045.900024,1077.25,0.9823500501229552
2017-02-17,1046.209961,1,1045.900024,1077.25,1.0002963352068917
2017-02-18,1054.420044,1,1045.900024,1077.25,1.0081461132082352
2017-02-19,1047.869995,1,1045.900024,1077.25,1.0018835175014777
2017-02-20,1079.97998,1,1045.900024,1077.25,1.0325843342747643
2017-02-21,1115.300049,1,1045.900024,1077.25,1.0663543583588253
2017-02-22,1117.439941,1,1045.900024,1077.25,1.0684003397632584
2017-02-23,1166.719971,1,1045.900024,1077.25,1.1155176825964008
2017-02-24,1173.680054,1,1045.900024,1077.25,1.1221723176860734
2017-02-25,1143.839966,1,1045.900024,1077.25,1.0936417819606055
2017-02-26,1165.199951,1,1045.900024,1077.25,1.1140643696935224
2017-02-27,1179.969971,1,1045.900024,1077.25,1.1281861974601122
2017-02-28,1179.969971,1,1045.900024,1077.25,1.1281861974601122
2017-03-01,1222.5,1,1045.900024,1077.25,1.1688497676141176
2017-03-02,1251.01001,1,1045.900024,1077.25,1.19610859670465
2017-03-03,1274.98999,1,1045.900024,1077.25,1.2190361991998577
2017-03-04,1255.150024,1,1045.900024,1077.25,1.2000669234137047
2017-03-05,1267.119995,1,1045.900024,1077.25,1.2115115842085495
2017-03-06,1272.829956,1,1045.900024,1077.25,1.2169709597406033
2017-03-07,1223.540039,1,1045.900024,1077.25,1.1698441638050865
2017-03-08,1150.0,1,1045.900024,1077.25,1.0995314787372066
2017-03-09,1188.48999,1,1045.900024,1077.25,1.136332309712233
2017-03-10,1116.719971,1,1045.900024,1077.25,1.0677119661295658
2017-03-11,1175.829956,1,1045.900024,1077.25,1.1242278697949433
2017-03-12,1221.380005,1,1045.900024,1077.25,1.167778924345832
2017-03-13,1231.920044,1,1045.900024,1077.25,1.1778564066654997
2017-03-14,1240.0,1,1045.900024,1077.25,1.1855817683775098
2017-03-15,1249.609985,1,1045.900024,1077.25,1.1947700127407206
2017-03-16,1187.810059,1,1045.900024,1077.25,1.1356822179401727
2017-03-17,1100.22998,1,1045.900024,1077.25,1.0519456494438326
2017-03-18,973.817993,1,1045.900024,1077.25,1.0299741612779616
2017-03-19,1036.73999,0,,,1.0299741612779616
2017-03-20,1054.22998,0,,,1.0299741612779616
2017-03-21,1120.540039,0,,,1.0299741612779616
2017-03-22,1049.140015,0,,,1.0299741612779616
2017-03-23,1038.589966,0,,,1.0299741612779616
2017-03-24,937.5200199999999,-1,957.6550289999999,1180.160034,1.0516297035965299
2017-03-25,972.778992,-1,957.6550289999999,1180.160034,1.0137080835835854
2017-03-26,966.724976,-1,957.6550289999999,1180.160034,1.020219280061585
2017-03-27,1045.77002,-1,957.6550289999999,1180.160034,0.9352049999380903
2017-03-28,1047.150024,-1,957.6550289999999,1180.160034,0.9337207823237949
2017-03-29,1039.969971,-1,957.6550289999999,1180.160034,0.9414430506173458
2017-03-30,1026.430054,-1,957.6550289999999,1180.160034,0.9560054600795618
2017-03-31,1071.790039,-1,957.6550289999999,1180.160034,0.9072200299495271
2017-04-01,1080.5,-1,957.6550289999999,1180.160034,0.8978523197573647
2017-04-02,1102.170044,-1,957.6550289999999,1180.160034,0.8745458213650752
2017-04-03,1143.810059,-1,957.6550289999999,1180.160034,0.8297612818111909
2017-04-04,1133.25,-1,957.6550289999999,1180.160034,0.841118803655908
2017-04-05,1124.780029,-1,957.6550289999999,1180.160034,0.8502284005489388
2017-04-06,1182.680054,-1,957.6550289999999,1180.160034,0.7906662696415216
2017-04-07,1176.900024,0,,,0.7906662696415216
2017-04-08,1175.949951,0,,,0.7906662696415216
2017-04-09,1187.869995,1,1188.369995,2332.98999,0.7903336012499566
2017-04-10,1187.130005,1,1188.369995,2332.98999,0.7898412586838083
2017-04-11,1205.01001,1,1188.369995,2332.98999,0.8017374836928566
2017-04-12,1200.369995,1,1188.369995,2332.98999,0.7986503110390818
2017-04-13,1169.280029,1,1188.369995,2332.98999,0.7779650130730205
2017-04-14,1167.540039,1,1188.369995,2332.98999,0.776807333723742
2017-04-15,1172.52002,1,1188.369995,2332.98999,0.7801206982623305
2017-04-16,1182.939941,1,1188.369995,2332.98999,0.7870534549809395
2017-04-17,1193.910034,1,1188.369995,2332.98999,0.7943522613681965
2017-04-18,1211.670044,1,1188.369995,2332.98999,0.8061686492899531
2017-04-19,1210.290039,1,1188.369995,2332.98999,0.8052504812025499
2017-04-20,1229.079956,1,1188.369995,2332.98999,0.8177521041346097
2017-04-21,1222.050049,1,1188.369995,2332.98999,0.8130748484255265
2017-04-22,1231.709961,1,1188.369995,2332.98999,0.8195019432009255
2017-04-23,1207.209961,1,1188.369995,2332.98999,0.8032011920142402
2017-04-24,1250.150024,1,1188.369995,2332.98999,0.8317707953980601
2017-04-25,1265.48999,1,1188.369995,2332.98999,0.8419770390298238
2017-04-26,1281.079956,1,1188.369995,2332.98999,0.85234961685737
2017-04-27,1317.72998,1,1188.369995,2332.98999,0.8767342259271675
2017-04-28,1316.47998,1,1188.369995,2332.98999,0.8759025549482551
2017-04-29,1321.790039,1,1188.369995,2332.98999,0.8794355325215455
2017-04-30,1347.890015,1,1188.369995,2332.98999,0.8968008065931559
2017-05-01,1421.599976,1,1188.369995,2332.98999,0.9458427549295341
2017-05-02,1452.819946,1,1188.369995,2332.98999,0.9666145493387495
2017-05-03,1490.089966,1,1188.369995,2332.98999,0.9914116645527404
2017-05-04,1537.670044,1,1188.369995,2332.98999,1.0230684405903352
2017-05-05,1555.449951,1,1188.369995,2332.98999,1.034898066718066
2017-05-06,1578.800049,1,1188.369995,2332.98999,1.0504337458071562
2017-05-07,1596.709961,1,1188.369995,2332.98999,1.062349869043378
2017-05-08,1723.3499760000002,1,1188.369995,2332.98999,1.1466081292390136
2017-05-09,1755.359985,1,1188.369995,2332.98999,1.1679055656550361
2017-05-10,1787.130005,1,1188.369995,2332.98999,1.189043328561812
2017-05-11,1848.569946,1,1188.369995,2332.98999,1.2299215812624495
2017-05-12,1724.2399899999998,1,1188.369995,2332.98999,1.147200288290714
2017-05-13,1804.910034,1,1188.369995,2332.98999,1.2008730358606303
2017-05-14,1808.910034,1,1188.369995,2332.98999,1.2035343829931502
2017-05-15,1738.430054,1,1188.369995,2332.98999,1.156641459824883
2017-05-16,1734.449951,1,1188.369995,2332.98999,1.153993350898337
2017-05-17,1839.089966,1,1188.369995,2332.98999,1.2236142018651126
2017-05-18,1888.6500239999998,1,1188.369995,2332.98999,1.2565883314265691
2017-05-19,1987.709961,1,1188.369995,2332.98999,1.3224965512472102
2017-05-20,2084.72998,1,1188.369995,2332.98999,1.3870475385878824
2017-05-21,2041.199951,1,1188.369995,2332.98999,1.3580854091234664
2017-05-22,2173.399902,1,1188.369995,2332.98999,1.446042899251751
2017-05-23,2320.419922,1,1188.369995,2332.98999,1.54386072641426
2017-05-24,2443.639893,1,1188.369995,2332.98999,1.6258435055367728
2017-05-25,2304.97998,1,1188.369995,2332.98999,1.5335879650722661
2017-05-26,2202.419922,1,1188.369995,2332.98999,1.4653509860049192
2017-05-27,2038.869995,1,1188.369995,2332.98999,1.356535203693592
2017-05-28,2155.800049,1,1188.369995,2332.98999,1.4343330696731698
2017-05-29,2255.610107,1,1188.369995,2332.98999,1.5007403725869093
2017-05-30,2175.469971,1,1188.369995,2332.98999,1.447420192301068
2017-05-31,2286.409912,1,1188.369995,2332.98999,1.5212326157666407
2017-06-01,2407.8798829999996,1,1188.369995,2332.98999,1.6020510555186755
2017-06-02,2488.550049,1,1188.369995,2332.98999,1.6557238842596793
2017-06-03,2515.350098,1,1188.369995,2332.98999,1.673554942649066
2017-06-04,2511.810059,1,1188.369995,2332.98999,1.6711996244886513
2017-06-05,2686.810059,1,1188.369995,2332.98999,1.787633561536402
2017-06-06,2863.199951,1,1188.369995,2332.98999,1.9049922448563317
2017-06-07,2732.159912,1,1188.369995,2332.98999,1.817806486846841
2017-06-08,2805.6201170000004,1,1188.369995,2332.98999,1.866682263329612
2017-06-09,2823.810059,1,1188.369995,2332.98999,1.8787847008252132
2017-06-10,2947.709961,1,1188.369995,2332.98999,1.9612198630520163
2017-06-11,2958.110107,1,1188.369995,2332.98999,1.9681394627357385
2017-06-12,2659.6298829999996,1,1188.369995,2332.98999,1.7695495906716547
2017-06-13,2717.02002,1,1188.369995,2332.98999,1.8077333598066252
2017-06-14,2506.3701170000004,1,1188.369995,2332.98999,1.6675802309779577
2017-06-15,2464.580078,1,1188.369995,2332.98999,1.63977578086282
2017-06-16,2518.560059,1,1188.369995,2332.98999,1.6756906477747788
2017-06-17,2655.8798829999996,1,1188.369995,2332.98999,1.7670545777349171
2017-06-18,2548.290039,1,1188.369995,2332.98999,1.6954710970304983
2017-06-19,2589.600098,1,1188.369995,2332.98999,1.722956198796469
2017-06-20,2721.790039,1,1188.369995,2332.98999,1.810907028903554
2017-06-21,2689.100098,1,1188.369995,2332.98999,1.7891572087179046
2017-06-22,2705.409912,1,1188.369995,2332.98999,1.8000087278981134
2017-06-23,2744.909912,1,1188.369995,2332.98999,1.8262895308317488
2017-06-24,2608.719971,1,1188.369995,2332.98999,1.7356773535921433
2017-06-25,2589.409912,1,1188.369995,2332.98999,1.7228296610550327
2017-06-26,2478.449951,1,1188.369995,2332.98999,1.6490039175470617
2017-06-27,2552.449951,1,1188.369995,2332.98999,1.6982388394986823
2017-06-28,2574.790039,1,1188.369995,2332.98999,1.7131025217834435
2017-06-29,2539.320068,1,1188.369995,2332.98999,1.6895030453805886
2017-06-30,2480.840088,1,1188.369995,2332.98999,1.6505941636098818
2017-07-01,2434.550049,1,1188.369995,2332.98999,1.6197956979706591
2017-07-02,2506.469971,1,1188.369995,2332.98999,1.6676466675171
2017-07-03,2564.060059,1,1188.369995,2332.98999,1.7059634714071938
2017-07-04,2601.639893,1,1188.369995,2332.98999,1.7309667172713137
2017-07-05,2601.98999,1,1188.369995,2332.98999,1.7311996496830773
2017-07-06,2608.560059,1,1188.369995,2332.98999,1.7355709582564791
2017-07-07,2518.659912,1,1188.369995,2332.98999,1.6757570836485849
2017-07-08,2571.340088,1,1188.369995,2332.98999,1.7108071424831472
2017-07-09,2518.439941,1,1188.369995,2332.98999,1.6756107288510629
2017-07-10,2372.560059,1,1188.369995,2332.98999,1.5522240550211055
2017-07-11,2337.790039,-1,2321.1298829999996,2900.699951,1.5410828021799756
2017-07-12,2398.840088,-1,2321.1298829999996,2900.699951,1.5002564118465154
2017-07-13,2357.899902,-1,2321.1298829999996,2900.699951,1.5276346046790954
2017-07-14,2233.340088,-1,2321.1298829999996,2900.699951,1.6109322869827942
2017-07-15,1998.859985,-1,2321.1298829999996,2900.699951,1.7677376682611612
2017-07-16,1929.819946,-1,2321.1298829999996,2900.699951,1.813907255788459
2017-07-17,2228.409912,-1,2321.1298829999996,2900.699951,1.6142292751602918
2017-07-18,2318.8798829999996,-1,2321.1298829999996,2900.699951,1.5537287119338343
