Date,EUR
2015-05-26,1.0873
2015-05-25,1.0978
2015-05-22,1.1013
2015-05-21,1.1112
2015-05-20,1.1094
2015-05-19,1.115
2015-05-18,1.1315
2015-05-15,1.1451
2015-05-14,1.141
2015-05-13,1.1354
2015-05-12,1.1213
2015-05-11,1.1155
2015-05-08,1.1199
2015-05-07,1.1267
2015-05-06,1.1347
2015-05-05,1.1185
2015-05-04,1.1146
2015-05-01,1.1199
2015-04-30,1.1224
2015-04-29,1.1128
2015-04-28,1.0981
2015-04-27,1.0891
2015-04-24,1.0873
2015-04-23,1.0824
2015-04-22,1.0725
2015-04-21,1.0736
2015-04-20,1.0738
2015-04-17,1.0806
2015-04-16,1.0761
2015-04-15,1.0684
2015-04-14,1.0655
2015-04-13,1.0567
2015-04-10,1.0604
2015-04-09,1.0659
2015-04-08,1.0781
2015-04-07,1.0814
2015-04-06,1.0922
2015-04-03,1.0969
2015-04-02,1.088
2015-04-01,1.0763
2015-03-31,1.0731
2015-03-30,1.0833
2015-03-27,1.0889
2015-03-26,1.0884
2015-03-25,1.097
2015-03-24,1.0924
2015-03-23,1.0946
2015-03-20,1.0821
2015-03-19,1.066
2015-03-18,1.0864
2015-03-17,1.0597
2015-03-16,1.0568
2015-03-13,1.0496
2015-03-12,1.0635
2015-03-11,1.0547
2015-03-10,1.0698
2015-03-09,1.0852
2015-03-06,1.0844
2015-03-05,1.103
2015-03-04,1.1078
2015-03-03,1.1176
2015-03-02,1.1184
2015-02-27,1.1196
2015-02-26,1.1198
2015-02-25,1.1361
2015-02-24,1.134
2015-02-23,1.1335
2015-02-20,1.1381
2015-02-19,1.1368
2015-02-18,1.1397
2015-02-17,1.1411
2015-02-16,1.1355
2015-02-13,1.1394
2015-02-12,1.1403
2015-02-11,1.1336
2015-02-10,1.1321
2015-02-09,1.1325
2015-02-06,1.1316
2015-02-05,1.1477
2015-02-04,1.1345
2015-02-03,1.1481
2015-02-02,1.1341
2015-01-30,1.1291
2015-01-29,1.132
2015-01-28,1.1287
2015-01-27,1.1381
2015-01-26,1.1238
2015-01-23,1.1204
2015-01-22,1.1366
2015-01-21,1.161
2015-01-20,1.155
2015-01-19,1.1606
2015-01-16,1.1567
2015-01-15,1.1633
2015-01-14,1.1789
2015-01-13,1.1773
2015-01-12,1.1834
2015-01-09,1.1842
2015-01-08,1.1793
2015-01-07,1.1839
2015-01-06,1.189
2015-01-05,1.1933
2015-01-02,1.2002
2015-01-01,1.2104
2014-12-31,1.2098
2014-12-30,1.2156
2014-12-29,1.2152
2014-12-26,1.2183
2014-12-25,1.2225
2014-12-24,1.2196
2014-12-23,1.2172
2014-12-22,1.223
2014-12-19,1.2229
2014-12-18,1.2286
2014-12-17,1.2342
2014-12-16,1.2511
2014-12-15,1.2437
2014-12-12,1.2462
2014-12-11,1.2411
2014-12-10,1.2448
2014-12-09,1.2374
2014-12-08,1.2317
2014-12-05,1.2283
2014-12-04,1.2379
2014-12-03,1.2311
2014-12-02,1.2383
2014-12-01,1.247
2014-11-28,1.2452
2014-11-27,1.2467
2014-11-26,1.2506
2014-11-25,1.2474
2014-11-24,1.2442
2014-11-21,1.2391
2014-11-20,1.2539
2014-11-19,1.2554
2014-11-18,1.2536
2014-11-17,1.245
2014-11-14,1.2525
2014-11-13,1.2477
2014-11-12,1.2438
2014-11-11,1.2475
2014-11-10,1.2421
2014-11-07,1.2455
2014-11-06,1.2375
2014-11-05,1.2486
2014-11-04,1.2546
2014-11-03,1.2482
2014-10-31,1.2525
2014-10-30,1.2613
2014-10-29,1.2632
2014-10-28,1.2734
2014-10-27,1.2698
2014-10-24,1.2671
2014-10-23,1.2646
2014-10-22,1.2649
2014-10-21,1.2716
2014-10-20,1.28
2014-10-17,1.2761
2014-10-16,1.2809
2014-10-15,1.2838
2014-10-14,1.2658
2014-10-13,1.2752
2014-10-10,1.2628
2014-10-09,1.2691
2014-10-08,1.2734
2014-10-07,1.2669
2014-10-06,1.2655
2014-10-03,1.2516
2014-10-02,1.2669
2014-10-01,1.2623
2014-09-30,1.2631
2014-09-29,1.2685
2014-09-26,1.2684
2014-09-25,1.2751
2014-09-24,1.278
2014-09-23,1.2847
2014-09-22,1.2849
2014-09-19,1.2829
2014-09-18,1.2923
2014-09-17,1.2865
2014-09-16,1.296
2014-09-15,1.294
2014-09-12,1.2963
2014-09-11,1.2925
2014-09-10,1.2917
2014-09-09,1.2937
2014-09-08,1.2895
2014-09-05,1.2951
2014-09-04,1.2944
2014-09-03,1.315
2014-09-02,1.3133
2014-09-01,1.3128
2014-08-29,1.3132
2014-08-28,1.3182
2014-08-27,1.3193
2014-08-26,1.3167
2014-08-25,1.3192
2014-08-22,1.3242
2014-08-21,1.3281
2014-08-20,1.3259
2014-08-19,1.332
2014-08-18,1.3364
2014-08-15,1.3401
2014-08-14,1.3365
2014-08-13,1.3364
2014-08-12,1.3369
2014-08-11,1.3385
2014-08-08,1.341
2014-08-07,1.3364
2014-08-06,1.3383
2014-08-05,1.3376
2014-08-04,1.3422
2014-08-01,1.3427
2014-07-31,1.339
2014-07-30,1.3397
2014-07-29,1.3409
2014-07-28,1.344
2014-07-25,1.343
2014-07-24,1.3464
2014-07-23,1.3464
2014-07-22,1.3466
2014-07-21,1.3524
2014-07-18,1.3524
2014-07-17,1.3526
2014-07-16,1.3525
2014-07-15,1.3568
2014-07-14,1.3619
2014-07-11,1.3608
2014-07-10,1.3609
2014-07-09,1.3642
2014-07-08,1.3612
2014-07-07,1.3605
2014-07-04,1.3595
2014-07-03,1.361
2014-07-02,1.366
2014-07-01,1.3679
2014-06-30,1.3692
2014-06-27,1.3649
2014-06-26,1.3612
2014-06-25,1.3629
2014-06-24,1.3606
2014-06-23,1.3605
2014-06-20,1.36
2014-06-19,1.3608
2014-06-18,1.3595
2014-06-17,1.3547
2014-06-16,1.3574
2014-06-13,1.354
2014-06-12,1.3552
2014-06-11,1.3532
2014-06-10,1.3547
2014-06-09,1.3594
2014-06-06,1.3643
2014-06-05,1.366
2014-06-04,1.3599
2014-06-03,1.3628
2014-06-02,1.3597
2014-05-30,1.3635
2014-05-29,1.3602
2014-05-28,1.3591
2014-05-27,1.3635
2014-05-26,1.3646
2014-05-23,1.3629
2014-05-22,1.3656
2014-05-21,1.3687
2014-05-20,1.3702
2014-05-19,1.3709
2014-05-16,1.3694
2014-05-15,1.371
2014-05-14,1.3715
2014-05-13,1.3704
2014-05-12,1.3757
2014-05-09,1.3758
2014-05-08,1.384
2014-05-07,1.391
2014-05-06,1.3928
2014-05-05,1.3875
2014-05-02,1.3869
2014-05-01,1.387
2014-04-30,1.3867
2014-04-29,1.3812
2014-04-28,1.3851
2014-04-25,1.3834
2014-04-24,1.3831
2014-04-23,1.3817
2014-04-22,1.3805
2014-04-21,1.3793
2014-04-18,1.3813
2014-04-17,1.3814
2014-04-16,1.3816
2014-04-15,1.3815
2014-04-14,1.3821
2014-04-11,1.3885
2014-04-10,1.3886
2014-04-09,1.3855
2014-04-08,1.3797
2014-04-07,1.3742
2014-04-04,1.3705
2014-04-03,1.372
2014-04-02,1.3767
2014-04-01,1.3793
2014-03-31,1.3769
2014-03-28,1.3752
2014-03-27,1.374
2014-03-26,1.3781
2014-03-25,1.3826
2014-03-24,1.3839
2014-03-21,1.3794
2014-03-20,1.3779
2014-03-19,1.3833
2014-03-18,1.3934
2014-03-17,1.3922
2014-03-14,1.3914
2014-03-13,1.3868
2014-03-12,1.3903
2014-03-11,1.386
2014-03-10,1.3877
2014-03-07,1.3875
2014-03-06,1.3861
2014-03-05,1.3733
2014-03-04,1.3743
2014-03-03,1.3735
2014-02-28,1.3802
2014-02-27,1.371
2014-02-26,1.3687
2014-02-25,1.3745
2014-02-24,1.3735
2014-02-21,1.3746
2014-02-20,1.3719
2014-02-19,1.3733
2014-02-18,1.3759
2014-02-17,1.3707
2014-02-14,1.3693
2014-02-13,1.3681
2014-02-12,1.3593
2014-02-11,1.3638
2014-02-10,1.3646
2014-02-07,1.3635
2014-02-06,1.359
2014-02-05,1.3533
2014-02-04,1.3519
2014-02-03,1.3525
2014-01-31,1.3486
2014-01-30,1.3555
2014-01-29,1.3663
2014-01-28,1.3671
2014-01-27,1.3673
2014-01-24,1.3678
2014-01-23,1.3696
2014-01-22,1.3547
2014-01-21,1.3561
2014-01-20,1.3552
2014-01-17,1.3541
2014-01-16,1.362
2014-01-15,1.3605
2014-01-14,1.3679
2014-01-13,1.3671
2014-01-10,1.367
2014-01-09,1.3608
2014-01-08,1.3576
2014-01-07,1.3616
2014-01-06,1.3629
2014-01-03,1.3589
2014-01-02,1.3672
2014-01-01,1.3763
2013-12-31,1.3743
2013-12-30,1.3801
2013-12-27,1.3749
2013-12-26,1.3691
2013-12-25,1.3681
2013-12-24,1.368
2013-12-23,1.3696
2013-12-20,1.3673
2013-12-19,1.3661
2013-12-18,1.3685
2013-12-17,1.3768
2013-12-16,1.3761
2013-12-13,1.3742
2013-12-12,1.3753
2013-12-11,1.3786
2013-12-10,1.3761
2013-12-09,1.3739
2013-12-06,1.3706
2013-12-05,1.3667
2013-12-04,1.3593
2013-12-03,1.3588
2013-12-02,1.3542
2013-11-29,1.3591
2013-11-28,1.3606
2013-11-27,1.3579
2013-11-26,1.3572
2013-11-25,1.3517
2013-11-22,1.3558
2013-11-21,1.3482
2013-11-20,1.3439
2013-11-19,1.3538
2013-11-18,1.3506
2013-11-15,1.3496
2013-11-14,1.3461
2013-11-13,1.3487
2013-11-12,1.3436
2013-11-11,1.3407
2013-11-08,1.3367
2013-11-07,1.3419
2013-11-06,1.3513
2013-11-05,1.3474
2013-11-04,1.3514
2013-11-01,1.3487
2013-10-31,1.3584
2013-10-30,1.3736
2013-10-29,1.3745
2013-10-28,1.3785
2013-10-25,1.3802
2013-10-24,1.3801
2013-10-23,1.3776
2013-10-22,1.3781
2013-10-21,1.3681
2013-10-18,1.3687
2013-10-17,1.3675
2013-10-16,1.3534
2013-10-15,1.3524
2013-10-14,1.3561
2013-10-11,1.3544
2013-10-10,1.352
2013-10-09,1.3524
2013-10-08,1.3573
2013-10-07,1.3581
2013-10-04,1.3558
2013-10-03,1.3619
2013-10-02,1.3579
2013-10-01,1.3526
2013-09-30,1.3527
2013-09-27,1.3522
2013-09-26,1.3489
2013-09-25,1.3526
2013-09-24,1.3474
2013-09-23,1.3493
2013-09-20,1.3524
2013-09-19,1.353
2013-09-18,1.3521
2013-09-17,1.3359
2013-09-16,1.3334
2013-09-13,1.3294
2013-09-12,1.3299
2013-09-11,1.3311
2013-09-10,1.3268
2013-09-09,1.3255
2013-09-06,1.3178
2013-09-05,1.312
2013-09-04,1.3207
2013-09-03,1.317
2013-09-02,1.3192
2013-08-30,1.3222
2013-08-29,1.3241
2013-08-28,1.334
2013-08-27,1.3393
2013-08-26,1.3368
2013-08-23,1.3383
2013-08-22,1.3356
2013-08-21,1.3355
2013-08-20,1.3417
2013-08-19,1.3335
2013-08-16,1.3329
2013-08-15,1.3347
2013-08-14,1.3255
2013-08-13,1.3263
2013-08-12,1.33
2013-08-09,1.3342
2013-08-08,1.3381
2013-08-07,1.3336
2013-08-06,1.3305
2013-08-05,1.3258
2013-08-02,1.3276
2013-08-01,1.3207
2013-07-31,1.3302
2013-07-30,1.3263
2013-07-29,1.3262
2013-07-26,1.3279
2013-07-25,1.3277
2013-07-24,1.3201
2013-07-23,1.3223
2013-07-22,1.3186
2013-07-19,1.3143
2013-07-18,1.3109
2013-07-17,1.3125
2013-07-16,1.3162
2013-07-15,1.3062
2013-07-12,1.3067
2013-07-11,1.3097
2013-07-10,1.2978
2013-07-09,1.2781
2013-07-08,1.287
2013-07-05,1.2829
2013-07-04,1.2914
2013-07-03,1.3009
2013-07-02,1.2979
2013-07-01,1.3064
2013-06-28,1.301
2013-06-27,1.3038
2013-06-26,1.3012
2013-06-25,1.3077
2013-06-24,1.312
2013-06-21,1.3122
2013-06-20,1.322
2013-06-19,1.3295
2013-06-18,1.3392
2013-06-17,1.3367
2013-06-14,1.3347
2013-06-13,1.3375
2013-06-12,1.3337
2013-06-11,1.3313
2013-06-10,1.3257
2013-06-07,1.3218
2013-06-06,1.3246
2013-06-05,1.3093
2013-06-04,1.3081
2013-06-03,1.3076
2013-05-31,1.2999
2013-05-30,1.305
2013-05-29,1.2941
2013-05-28,1.2856
2013-05-27,1.2931
2013-05-24,1.2932
2013-05-23,1.2934
2013-05-22,1.2858
2013-05-21,1.2906
2013-05-20,1.2882
2013-05-17,1.2839
2013-05-16,1.2882
2013-05-15,1.2887
2013-05-14,1.292
2013-05-13,1.2975
2013-05-10,1.2989
2013-05-09,1.3043
2013-05-08,1.3153
2013-05-07,1.3079
2013-05-06,1.3076
2013-05-03,1.3114
2013-05-02,1.3065
2013-05-01,1.318
2013-04-30,1.3168
2013-04-29,1.3099
2013-04-26,1.303
2013-04-25,1.3011
2013-04-24,1.3015
2013-04-23,1.2996
2013-04-22,1.3066
2013-04-19,1.3052
2013-04-18,1.3051
2013-04-17,1.3032
2013-04-16,1.3177
2013-04-15,1.3036
2013-04-12,1.3113
2013-04-11,1.3099
2013-04-10,1.307
2013-04-09,1.3083
2013-04-08,1.3009
2013-04-05,1.2991
2013-04-04,1.2936
2013-04-03,1.285
2013-04-02,1.282
2013-04-01,1.2849
2013-03-29,1.2819
2013-03-28,1.2816
2013-03-27,1.278
2013-03-26,1.2861
2013-03-25,1.2853
2013-03-22,1.2989
2013-03-21,1.2899
2013-03-20,1.2933
2013-03-19,1.2882
2013-03-18,1.2957
2013-03-15,1.3076
2013-03-14,1.3005
2013-03-13,1.2961
2013-03-12,1.3034
2013-03-11,1.3046
2013-03-08,1.3005
2013-03-07,1.3107
2013-03-06,1.2967
2013-03-05,1.3052
2013-03-04,1.3026
2013-03-01,1.3022
2013-02-28,1.3057
2013-02-27,1.3139
2013-02-26,1.3061
2013-02-25,1.3063
2013-02-22,1.3194
2013-02-21,1.319
2013-02-20,1.3283
2013-02-19,1.3388
2013-02-18,1.3351
2013-02-15,1.336
2013-02-14,1.3363
2013-02-13,1.3452
2013-02-12,1.3454
2013-02-11,1.3406
2013-02-08,1.3365
2013-02-07,1.3398
2013-02-06,1.3523
2013-02-05,1.3583
2013-02-04,1.3514
2013-02-01,1.364
2013-01-31,1.3579
2013-01-30,1.3567
2013-01-29,1.3492
2013-01-28,1.3456
2013-01-25,1.3464
2013-01-24,1.3377
2013-01-23,1.3318
2013-01-22,1.3322
2013-01-21,1.3313
2013-01-18,1.3321
2013-01-17,1.3376
2013-01-16,1.3289
2013-01-15,1.3306
2013-01-14,1.3382
2013-01-11,1.3343
2013-01-10,1.3272
2013-01-09,1.3064
2013-01-08,1.3081
2013-01-07,1.3117
2013-01-04,1.3069
2013-01-03,1.3049
2013-01-02,1.3186
2013-01-01,1.3204
2012-12-31,1.3193
2012-12-28,1.3216
2012-12-27,1.3236
2012-12-26,1.3224
2012-12-25,1.3183
2012-12-24,1.3185
2012-12-21,1.3188
2012-12-20,1.3244
2012-12-19,1.3227
2012-12-18,1.3229
2012-12-17,1.3164
2012-12-14,1.3163
2012-12-13,1.3077
2012-12-12,1.3074
2012-12-11,1.3005
2012-12-10,1.2941
2012-12-07,1.2927
2012-12-06,1.297
2012-12-05,1.3068
2012-12-04,1.3094
2012-12-03,1.3054
2012-11-30,1.2986
2012-11-29,1.2979
2012-11-28,1.2953
2012-11-27,1.2943
2012-11-26,1.2972
2012-11-23,1.2976
2012-11-22,1.2884
2012-11-21,1.2829
2012-11-20,1.2817
2012-11-19,1.2814
2012-11-16,1.2743
2012-11-15,1.2781
2012-11-14,1.2736
2012-11-13,1.2704
2012-11-12,1.271
2012-11-09,1.2714
2012-11-08,1.2747
2012-11-07,1.2771
2012-11-06,1.2814
2012-11-05,1.2796
2012-11-02,1.2835
2012-11-01,1.2943
2012-10-31,1.296
2012-10-30,1.2959
2012-10-29,1.2904
2012-10-26,1.2938
2012-10-25,1.2934
2012-10-24,1.2974
2012-10-23,1.2987
2012-10-22,1.306
2012-10-19,1.3024
2012-10-18,1.3067
2012-10-17,1.3119
2012-10-16,1.3054
2012-10-15,1.2949
2012-10-12,1.2951
2012-10-11,1.2928
2012-10-10,1.2875
2012-10-09,1.2885
2012-10-08,1.2968
2012-10-05,1.3045
2012-10-04,1.3018
2012-10-03,1.2905
2012-10-02,1.292
2012-10-01,1.2888
2012-09-28,1.286
2012-09-27,1.2913
2012-09-26,1.2873
2012-09-25,1.2899
2012-09-24,1.2931
2012-09-21,1.298
2012-09-20,1.2968
2012-09-19,1.3049
2012-09-18,1.3048
2012-09-17,1.3117
2012-09-14,1.313
2012-09-13,1.2991
2012-09-12,1.29
2012-09-11,1.2855
2012-09-10,1.2758
2012-09-07,1.2816
2012-09-06,1.2631
2012-09-05,1.2601
2012-09-04,1.2566
2012-09-03,1.2593
2012-08-31,1.2579
2012-08-30,1.2506
2012-08-29,1.253
2012-08-28,1.2565
2012-08-27,1.2499
2012-08-24,1.2512
2012-08-23,1.2564
2012-08-22,1.2529
2012-08-21,1.2473
2012-08-20,1.2346
2012-08-17,1.2334
2012-08-16,1.2356
2012-08-15,1.229
2012-08-14,1.2322
2012-08-13,1.2332
2012-08-10,1.2289
2012-08-09,1.2306
2012-08-08,1.2365
2012-08-07,1.2399
2012-08-06,1.2401
2012-08-03,1.2387
2012-08-02,1.218
2012-08-01,1.2225
2012-07-31,1.2304
2012-07-30,1.226
2012-07-27,1.2322
2012-07-26,1.2283
2012-07-25,1.2158
2012-07-24,1.2061
2012-07-23,1.2117
2012-07-20,1.2157
2012-07-19,1.2281
2012-07-18,1.2284
2012-07-17,1.2294
2012-07-16,1.2273
2012-07-13,1.2249
2012-07-12,1.2203
2012-07-11,1.2239
2012-07-10,1.225
2012-07-09,1.2313
2012-07-06,1.2291
2012-07-05,1.2392
2012-07-04,1.2527
2012-07-03,1.2608
2012-07-02,1.2576
2012-06-29,1.2667
2012-06-28,1.2444
2012-06-27,1.2468
2012-06-26,1.2491
2012-06-25,1.2504
2012-06-22,1.257
2012-06-21,1.254
2012-06-20,1.2707
2012-06-19,1.2685
2012-06-18,1.2576
2012-06-15,1.2638
2012-06-14,1.2633
2012-06-13,1.2557
2012-06-12,1.2503
2012-06-11,1.2482
2012-06-08,1.2517
2012-06-07,1.2561
2012-06-06,1.2582
2012-06-05,1.2452
2012-06-04,1.2499
2012-06-01,1.2434
2012-05-31,1.2365
2012-05-30,1.2367
2012-05-29,1.2503
2012-05-28,1.2541
2012-05-25,1.2517
2012-05-24,1.2532
2012-05-23,1.2582
2012-05-22,1.2684
2012-05-21,1.2818
2012-05-18,1.278
2012-05-17,1.2698
2012-05-16,1.2716
2012-05-15,1.2729
2012-05-14,1.2823
2012-05-11,1.2917
2012-05-10,1.2936
2012-05-09,1.2929
2012-05-08,1.3005
2012-05-07,1.3051
2012-05-04,1.3084
2012-05-03,1.3152
2012-05-02,1.3158
2012-05-01,1.3237
2012-04-30,1.3239
2012-04-27,1.3255
2012-04-26,1.3219
2012-04-25,1.3217
2012-04-24,1.3197
2012-04-23,1.3156
2012-04-20,1.3219
2012-04-19,1.3138
2012-04-18,1.3123
2012-04-17,1.3127
2012-04-16,1.3142
2012-04-13,1.3078
2012-04-12,1.3188
2012-04-11,1.311
2012-04-10,1.3082
2012-04-09,1.3106
2012-04-06,1.3096
2012-04-05,1.3066
2012-04-04,1.3142
2012-04-03,1.3233
2012-04-02,1.3321
2012-03-30,1.3343
2012-03-29,1.3302
2012-03-28,1.3317
2012-03-27,1.3313
2012-03-26,1.3359
2012-03-23,1.327
2012-03-22,1.3201
2012-03-21,1.3216
2012-03-20,1.3225
2012-03-19,1.3238
2012-03-16,1.3175
2012-03-15,1.308
2012-03-14,1.3032
2012-03-13,1.3084
2012-03-12,1.3155
2012-03-09,1.3123
2012-03-08,1.3275
2012-03-07,1.3149
2012-03-06,1.3112
2012-03-05,1.3217
2012-03-02,1.3198
2012-03-01,1.3311
2012-02-29,1.3325
2012-02-28,1.3458
2012-02-27,1.3398
2012-02-24,1.3448
2012-02-23,1.3373
2012-02-22,1.3249
2012-02-21,1.3234
2012-02-20,1.3243
2012-02-17,1.314
2012-02-16,1.313
2012-02-15,1.3066
2012-02-14,1.3134
2012-02-13,1.3186
2012-02-10,1.3197
2012-02-09,1.3286
2012-02-08,1.326
2012-02-07,1.3261
2012-02-06,1.313
2012-02-03,1.3158
2012-02-02,1.3144
2012-02-01,1.3161
2012-01-31,1.3084
2012-01-30,1.3144
2012-01-27,1.322
2012-01-26,1.3109
2012-01-25,1.3106
2012-01-24,1.3036
2012-01-23,1.3013
2012-01-20,1.2931
2012-01-19,1.2968
2012-01-18,1.2863
2012-01-17,1.2736
2012-01-16,1.2667
2012-01-13,1.268
2012-01-12,1.2814
2012-01-11,1.2707
2012-01-10,1.2778
2012-01-09,1.2765
2012-01-06,1.2717
2012-01-05,1.2789
2012-01-04,1.2943
2012-01-03,1.305
2012-01-02,1.2934
2011-12-30,1.2961
2011-12-29,1.2961
2011-12-28,1.2941
2011-12-27,1.3071
2011-12-26,1.3061
2011-12-23,1.3044
2011-12-22,1.305
2011-12-21,1.3047
2011-12-20,1.3082
2011-12-19,1.2998
2011-12-16,1.3046
2011-12-15,1.3016
2011-12-14,1.2983
2011-12-13,1.3037
2011-12-12,1.3187
2011-12-09,1.3386
2011-12-08,1.3341
2011-12-07,1.3412
2011-12-06,1.3402
2011-12-05,1.3401
2011-12-02,1.3391
2011-12-01,1.3461
2011-11-30,1.3446
2011-11-29,1.3317
2011-11-28,1.332
2011-11-25,1.3239
2011-11-24,1.3347
2011-11-23,1.3342
2011-11-22,1.3505
2011-11-21,1.3489
2011-11-18,1.3525
2011-11-17,1.3458
2011-11-16,1.3463
2011-11-15,1.3539
2011-11-14,1.3633
2011-11-11,1.375
2011-11-10,1.3606
2011-11-09,1.3542
2011-11-08,1.3834
2011-11-07,1.3776
2011-11-04,1.3792
2011-11-03,1.3823
2011-11-02,1.3747
2011-11-01,1.3703
2011-10-31,1.3858
2011-10-28,1.4147
2011-10-27,1.4189
2011-10-26,1.3906
2011-10-25,1.3908
2011-10-24,1.3929
2011-10-21,1.3896
2011-10-20,1.378
2011-10-19,1.376
2011-10-18,1.3752
2011-10-17,1.3737
2011-10-14,1.3882
2011-10-13,1.3777
2011-10-12,1.3791
2011-10-11,1.364
2011-10-10,1.3642
2011-10-07,1.3378
2011-10-06,1.3437
2011-10-05,1.3348
2011-10-04,1.3349
2011-10-03,1.3176
2011-09-30,1.3387
2011-09-29,1.3597
2011-09-28,1.3543
2011-09-27,1.3585
2011-09-26,1.3533
2011-09-23,1.35
2011-09-22,1.3465
2011-09-21,1.3573
2011-09-20,1.3702
2011-09-19,1.3686
2011-09-16,1.3796
2011-09-15,1.3877
2011-09-14,1.3755
2011-09-13,1.3678
2011-09-12,1.3679
2011-09-09,1.3656
2011-09-08,1.3882
2011-09-07,1.4098
2011-09-06,1.3998
2011-09-05,1.4098
2011-09-02,1.4205
2011-09-01,1.4259
2011-08-31,1.4369
2011-08-30,1.4441
2011-08-29,1.4511
2011-08-26,1.4499
2011-08-25,1.4379
2011-08-24,1.4414
2011-08-23,1.4442
2011-08-22,1.4358
2011-08-19,1.4397
2011-08-18,1.4333
2011-08-17,1.4426
2011-08-16,1.4407
2011-08-15,1.4445
2011-08-12,1.4248
2011-08-11,1.4241
2011-08-10,1.4178
2011-08-09,1.4376
2011-08-08,1.4179
2011-08-05,1.4282
2011-08-04,1.4092
2011-08-03,1.4323
2011-08-02,1.4203
2011-08-01,1.425
2011-07-29,1.4398
2011-07-28,1.4334
2011-07-27,1.4369
2011-07-26,1.4511
2011-07-25,1.4377
2011-07-22,1.436
2011-07-21,1.4425
2011-07-20,1.4215
2011-07-19,1.4156
2011-07-18,1.4112
2011-07-15,1.4157
2011-07-14,1.4143
2011-07-13,1.4167
2011-07-12,1.3976
2011-07-11,1.4029
2011-07-08,1.4265
2011-07-07,1.4364
2011-07-06,1.4319
2011-07-05,1.4429
2011-07-04,1.4539
