Date,SEK
2017-07-03,8.4903
2017-06-30,8.4322
2017-06-29,8.4674
2017-06-28,8.5444
2017-06-27,8.614
2017-06-26,8.7203
2017-06-23,8.7212
2017-06-22,8.7491
2017-06-21,8.7486
2017-06-20,8.7831
2017-06-19,8.7425
2017-06-16,8.7096
2017-06-15,8.7492
2017-06-14,8.7033
2017-06-13,8.6939
2017-06-12,8.7476
2017-06-09,8.7152
2017-06-08,8.7103
2017-06-07,8.6907
2017-06-06,8.6646
2017-06-05,8.6516
2017-06-02,8.6224
2017-06-01,8.6937
2017-05-31,8.6882
2017-05-30,8.7245
2017-05-29,8.7041
2017-05-26,8.6894
2017-05-25,8.6862
2017-05-24,8.6687
2017-05-23,8.7067
2017-05-22,8.6945
2017-05-19,8.7305
2017-05-18,8.8073
2017-05-17,8.7347
2017-05-16,8.7933
2017-05-15,8.8306
2017-05-12,8.8293
2017-05-11,8.8843
2017-05-10,8.9232
2017-05-09,8.8884
2017-05-08,8.8455
2017-05-05,8.7962
2017-05-04,8.8315
2017-05-03,8.85
2017-05-02,8.8039
2017-05-01,8.8489
2017-04-28,8.8535
2017-04-27,8.8344
2017-04-26,8.7635
2017-04-25,8.7787
2017-04-24,8.858
2017-04-21,8.995
2017-04-20,8.9865
2017-04-19,8.9728
2017-04-18,8.9554
2017-04-17,8.9972
2017-04-14,9.041
2017-04-13,9.0434
2017-04-12,8.977
2017-04-11,9.0599
2017-04-10,9.0775
2017-04-07,9.0736
2017-04-06,9.0244
2017-04-05,8.9913
2017-04-04,9.0072
2017-04-03,8.9544
2017-03-31,8.9707
2017-03-30,8.9433
2017-03-29,8.8677
2017-03-28,8.8315
2017-03-27,8.7885
2017-03-24,8.8083
2017-03-23,8.8294
2017-03-22,8.8021
2017-03-21,8.799
2017-03-20,8.8225
2017-03-17,8.8352
2017-03-16,8.8197
2017-03-15,8.8635
2017-03-14,8.9707
2017-03-13,8.942
2017-03-10,9.0085
2017-03-09,9.0466
2017-03-08,9.0558
2017-03-07,9.0119
2017-03-06,9.0185
2017-03-03,8.9799
2017-03-02,9.0846
2017-03-01,9.0499
2017-02-28,9.0365
2017-02-27,9.063
2017-02-24,9.0353
2017-02-23,8.9924
2017-02-22,8.9745
2017-02-21,8.9768
2017-02-20,8.936
2017-02-17,8.9119
2017-02-16,8.8601
2017-02-15,8.9203
2017-02-14,8.9333
2017-02-13,8.9397
2017-02-10,8.919
2017-02-09,8.9044
2017-02-08,8.8359
2017-02-07,8.8706
2017-02-06,8.8234
2017-02-03,8.7648
2017-02-02,8.7513
2017-02-01,8.7527
2017-01-31,8.7424
2017-01-30,8.8324
2017-01-27,8.8488
2017-01-26,8.8397
2017-01-25,8.8187
2017-01-24,8.8481
2017-01-23,8.8289
2017-01-20,8.8797
2017-01-19,8.9501
2017-01-18,8.9533
2017-01-17,8.8844
2017-01-16,8.9522
2017-01-13,8.9116
2017-01-12,8.9519
2017-01-11,9.0268
2017-01-10,9.0824
2017-01-09,9.0458
2017-01-06,9.0574
2017-01-05,8.9933
2017-01-04,9.1047
2017-01-03,9.1618
2017-01-02,9.1384
2016-12-30,9.1061
