Date,BRL
2017-03-28,3.1413
2017-03-27,3.1266
2017-03-24,3.108
2017-03-23,3.1407
2017-03-22,3.0879
2017-03-21,3.0879
2017-03-20,3.0724
2017-03-17,3.0916
2017-03-16,3.119
2017-03-15,3.1037
2017-03-14,3.1691
2017-03-13,3.1529
2017-03-10,3.1419
2017-03-09,3.193
2017-03-08,3.1704
2017-03-07,3.1193
2017-03-06,3.1375
2017-03-03,3.1155
2017-03-02,3.1534
2017-03-01,3.0938
2017-02-24,3.1104
2017-02-23,3.0631
2017-02-22,3.0646
2017-02-21,3.0964
2017-02-20,3.0878
2017-02-17,3.0978
2017-02-16,3.0898
2017-02-15,3.0574
2017-02-14,3.0852
2017-02-13,3.1103
2017-02-10,3.1151
2017-02-09,3.1273
2017-02-08,3.1156
2017-02-07,3.121
2017-02-06,3.1193
2017-02-03,3.123
2017-02-02,3.1217
2017-02-01,3.1281
2017-01-31,3.1486
2017-01-30,3.1265
2017-01-27,3.1409
2017-01-26,3.1744
2017-01-25,3.1701
2017-01-24,3.1705
2017-01-23,3.1646
2017-01-20,3.1743
2017-01-19,3.2018
2017-01-18,3.2232
2017-01-17,3.2116
2017-01-16,3.2414
2017-01-13,3.2176
2017-01-12,3.1868
2017-01-11,3.197
2017-01-10,3.1941
2017-01-09,3.1997
2017-01-06,3.2226
2017-01-05,3.1988
2017-01-04,3.2213
2017-01-03,3.265
2017-01-02,3.2859
2016-12-30,3.2552
